CountyName	PrecinctName	Amend #2 Yes	Amend #2 No	Amend #3 Yes	Amend #3 No	Amend #6 Yes	Amend #6 No	Amend #7 Yes	Amend #7 No	Prop B Yes	Prop B No
ST LOUIS COUNTY	0218 CHE 001	166	207	239	130	232	120	321	40	250	115
ST LOUIS COUNTY	"0219 CHE2,15-16,71"	618	715	818	507	809	432	1122	144	853	451
ST LOUIS COUNTY	"0220 CHE 003,11"	179	281	260	200	265	167	372	69	284	171
ST LOUIS COUNTY	"0221 CHE4, 9"	469	497	594	365	580	321	804	114	584	358
ST LOUIS COUNTY	"0222 CHE5,17"	259	317	357	219	353	190	483	62	372	190
ST LOUIS COUNTY	"0223 CHE6,7,14,19,53,61"	324	367	358	332	415	247	549	122	419	261
ST LOUIS COUNTY	"0225 CHE8,33/LAF46"	547	682	752	469	736	416	1021	151	765	441
ST LOUIS COUNTY	"0227 CHE10,36"	301	353	381	271	383	230	544	91	457	189
ST LOUIS COUNTY	0229 CHE 012	130	127	149	108	171	80	217	28	186	70
ST LOUIS COUNTY	"0230 CHE13,26,27,37,63"	626	668	809	483	793	428	1105	136	877	402
ST LOUIS COUNTY	"0235 CHE18,30,69,70"	416	494	590	312	561	290	761	104	619	272
ST LOUIS COUNTY	"0237 CHE20,24,25,29"	546	569	749	366	653	407	932	142	757	336
ST LOUIS COUNTY	"0238 CHE21,40/WH26"	536	512	639	401	665	320	893	121	698	332
ST LOUIS COUNTY	"0239 CHE22,41,45"	396	280	438	234	393	237	545	94	498	169
ST LOUIS COUNTY	"0240 CHE23,46"	825	499	817	490	801	417	1097	162	895	399
ST LOUIS COUNTY	0245 CHE 028	411	446	576	276	521	279	739	75	544	292
ST LOUIS COUNTY	0248 CHE31/LAF47	62	58	70	51	78	39	96	18	85	32
ST LOUIS COUNTY	"0249 CHE32,42,43-44,52/LAF30"	676	538	734	461	707	419	1004	146	861	326
ST LOUIS COUNTY	"0251 CHE34,35,38,39,49,50,57+"	602	698	686	609	788	444	1116	145	837	449
ST LOUIS COUNTY	0264 CHE 047	34	16	34	17	29	21	42	8	38	13
ST LOUIS COUNTY	"0265 CHE48,59,67"	617	416	672	348	641	299	848	124	735	278
ST LOUIS COUNTY	"0268 CHE51,54,55,58,60/MER2,5"	370	386	392	360	475	237	619	108	521	223
ST LOUIS COUNTY	"0273 CHE 056,65,66/WH11,12,21+"	646	706	830	510	825	434	1139	144	946	376
ST LOUIS COUNTY	0279 CHE 062	182	199	238	139	197	151	319	36	255	115
ST LOUIS COUNTY	0281 CHE 064 	220	293	327	182	322	152	421	52	320	181
ST LOUIS COUNTY	0285 CHE 068 	6	2	6	1	5	2	6	2	6	2
ST LOUIS COUNTY	"0289 CLA1,6"	689	214	659	237	571	264	761	100	713	174
ST LOUIS COUNTY	"0290 CLA2,8,44,53"	821	192	817	201	665	285	860	116	802	201
ST LOUIS COUNTY	"0291 CLA3,10,11"	1097	303	1083	306	909	375	1195	124	1041	322
ST LOUIS COUNTY	"0292 CLA4,9,17"	491	179	473	192	441	179	560	81	519	146
ST LOUIS COUNTY	"0293 CLA5,56/UNVIL41"	763	219	693	265	636	235	787	110	823	135
ST LOUIS COUNTY	0295 CLA 007	216	69	217	68	188	72	244	30	212	71
ST LOUIS COUNTY	0300 CLA 0012	205	104	191	120	193	105	262	44	179	128
ST LOUIS COUNTY	"0301 CLA13,14,47,61,62"	825	313	768	359	696	363	930	156	733	380
ST LOUIS COUNTY	"0303 CLA15,16"	616	203	587	230	540	236	690	95	514	289
ST LOUIS COUNTY	"0306 CLA18,40"	266	192	292	167	289	146	381	63	266	184
ST LOUIS COUNTY	"0307 CLA19,20,27"	415	282	414	275	429	219	579	88	474	206
ST LOUIS COUNTY	"0309 CLA21,52"	327	150	293	181	282	149	372	73	451	26
ST LOUIS COUNTY	"0310 CLA22, 54"	582	297	506	363	561	260	709	127	754	114
ST LOUIS COUNTY	"0311 CLA23,33"	540	368	520	378	556	285	749	110	718	175
ST LOUIS COUNTY	"0312 CLA24,26"	259	127	263	122	238	129	323	47	240	146
ST LOUIS COUNTY	"0313 CLA25,45"	485	248	481	248	450	233	601	97	485	241
ST LOUIS COUNTY	"0316 CLA28,38,39,42"	381	291	393	277	444	183	546	105	520	142
ST LOUIS COUNTY	"0317 CLA29,64,65"	457	321	407	361	501	224	631	111	577	183
ST LOUIS COUNTY	"0318 CLA30,31,59"	513	298	539	266	531	209	675	92	626	169
ST LOUIS COUNTY	"0320 CLA32,35"	617	514	670	452	719	350	921	155	803	297
ST LOUIS COUNTY	"0322 CLA34,36,55,63"	227	194	241	180	256	150	339	62	234	177
ST LOUIS COUNTY	0325 CLA 037	416	252	435	229	415	208	563	75	411	245
ST LOUIS COUNTY	"0329 CLA41,43,46,48,49,51,60"	602	426	581	443	670	297	862	125	818	194
ST LOUIS COUNTY	0338 CLA 050	233	170	241	166	261	116	332	56	323	81
ST LOUIS COUNTY	"0345 CLA57,58"	38	15	42	11	41	8	49	1	38	12
ST LOUIS COUNTY	"0354 CON1,17/L3M14"	457	360	363	454	494	282	650	132	655	151
ST LOUIS COUNTY	"0355 CON2, 34"	495	522	495	519	614	349	810	172	807	207
ST LOUIS COUNTY	"0356 CON3,5,15,53"	695	511	565	636	737	393	999	144	1013	182
ST LOUIS COUNTY	"0357 CON4,6,33,44"	578	433	482	522	576	361	813	145	802	190
ST LOUIS COUNTY	"0360 CON7,20,40,41,50,55"	345	301	294	349	381	224	509	114	515	123
ST LOUIS COUNTY	"0361 CON8,27,38"	263	225	207	279	291	167	397	68	394	87
ST LOUIS COUNTY	0362 CON 009	348	313	330	327	415	211	558	79	510	139
ST LOUIS COUNTY	0363 CON 010	208	137	179	166	222	113	293	42	278	66
ST LOUIS COUNTY	"0364 CON11,12,16,57"	279	270	262	288	317	194	463	66	432	110
ST LOUIS COUNTY	"0366 CON13,49"	495	342	417	418	515	270	694	108	641	185
ST LOUIS COUNTY	"0367 CON14,21,61,62"	354	313	306	363	373	254	531	109	525	133
ST LOUIS COUNTY	0371 CON 018	281	346	360	271	364	225	518	91	462	163
ST LOUIS COUNTY	"0372 CON19,54,56"	291	246	280	253	334	177	445	76	411	120
ST LOUIS COUNTY	"0375 CON22,60"	307	257	290	272	340	189	468	73	455	109
ST LOUIS COUNTY	"0376 CON23,26,37"	161	115	141	132	173	88	243	24	220	57
ST LOUIS COUNTY	"0377 CON24,28,46,58"	552	530	557	519	646	373	895	155	816	255
ST LOUIS COUNTY	"0378 CON25,32,48"	282	411	356	330	401	244	536	127	461	221
ST LOUIS COUNTY	0382 CON 029	367	369	410	324	462	232	603	95	563	169
ST LOUIS COUNTY	"0383 CON30,51"	291	235	260	262	293	194	408	92	417	98
ST LOUIS COUNTY	0384 CON 031	149	164	150	158	176	122	258	43	228	77
ST LOUIS COUNTY	"0388 CON35,36,39,52"	319	310	282	349	421	180	516	96	491	140
ST LOUIS COUNTY	0395 CON 042	308	291	304	295	372	188	487	86	446	152
ST LOUIS COUNTY	0396 CON 043	503	465	480	482	575	337	770	155	694	260
ST LOUIS COUNTY	0398 CON 045	105	69	97	75	109	54	149	17	143	28
ST LOUIS COUNTY	0400 CON 047	160	116	147	126	171	89	244	19	211	61
ST LOUIS COUNTY	0412 CON 059	65	55	61	60	73	43	99	21	77	43
ST LOUIS COUNTY	"0417 FER2,4,25"	232	131	217	140	197	137	267	71	326	29
ST LOUIS COUNTY	"0418 FER3, 15"	145	104	129	119	136	97	201	36	207	41
ST LOUIS COUNTY	"0420 FER5,39"	442	284	440	281	461	223	568	127	630	94
ST LOUIS COUNTY	0421 FER 006 	93	91	107	78	102	72	149	25	172	14
ST LOUIS COUNTY	0422 FER 007	104	59	83	80	85	69	119	32	146	15
ST LOUIS COUNTY	"0423 FER8,37,38,43,57"	422	298	384	329	393	291	540	148	667	54
ST LOUIS COUNTY	"0424 FER9,10,28,30"	449	265	377	331	393	272	554	122	645	60
ST LOUIS COUNTY	0426 FER 011	113	66	75	101	100	73	148	26	151	25
ST LOUIS COUNTY	"0427 FER12,21/NRW1,26,27,68,70"	376	177	301	234	326	199	404	121	500	47
ST LOUIS COUNTY	"0428 FER13,23,51"	251	193	210	229	250	163	343	78	379	61
ST LOUIS COUNTY	"0429 FER14,20,31,40,55,60"	404	310	385	326	446	220	579	99	563	142
ST LOUIS COUNTY	0431 FER16-19	666	426	683	401	651	384	836	218	1026	64
ST LOUIS COUNTY	"0437 FER22,27,29"	644	321	571	383	547	360	757	165	928	38
ST LOUIS COUNTY	"0439 FER24,26,32,36"	239	165	187	214	214	160	314	64	360	36
ST LOUIS COUNTY	"0448 FER33,47"	264	215	251	225	318	134	376	83	371	102
ST LOUIS COUNTY	"0449 FER34,35"	439	342	390	387	458	290	615	139	694	76
ST LOUIS COUNTY	0456 FER41/FLO3	497	473	537	430	604	315	760	169	796	163
ST LOUIS COUNTY	0457 FER 042	375	240	369	234	357	215	474	103	551	58
ST LOUIS COUNTY	"0459 FER44,58,63"	625	378	602	383	565	347	756	178	939	57
ST LOUIS COUNTY	0460 FER 045	58	35	52	40	50	38	77	14	87	6
ST LOUIS COUNTY	0461 FER 046	4	5	6	3	6	3	7	2	7	2
ST LOUIS COUNTY	"0463 FER48,50/FLO55"	736	631	701	658	825	477	1115	206	1144	223
ST LOUIS COUNTY	0464 FER 049	70	45	67	46	68	36	81	24	107	7
ST LOUIS COUNTY	0467 FER 052 	2	1	2	1	2	1	2	1	2	1
ST LOUIS COUNTY	0468 FER 053	7	0	4	3	5	2	7	0	6	1
ST LOUIS COUNTY	0469 FER 054	9	6	8	7	6	7	12	2	13	2
ST LOUIS COUNTY	"0471 FER 56,59"	249	183	234	193	272	137	359	56	366	63
ST LOUIS COUNTY	0477 FER 062	24	9	21	12	17	15	26	6	33	0
ST LOUIS COUNTY	"0479 FLO1,2,45"	347	195	301	244	339	181	452	77	460	84
ST LOUIS COUNTY	"0482 FLO4,11,12"	324	318	278	365	393	213	533	97	528	113
ST LOUIS COUNTY	"0483 FLO05,15,25"	518	478	458	531	596	351	782	166	789	193
ST LOUIS COUNTY	"0484 FLO6,13"	452	326	368	414	482	264	659	109	673	111
ST LOUIS COUNTY	"0485 FLO7,34"	343	302	320	324	399	209	542	78	529	113
ST LOUIS COUNTY	"0486 FLO8,37"	394	408	370	424	489	270	635	134	645	155
ST LOUIS COUNTY	"0487 FLO9,10"	469	394	358	501	490	319	686	147	707	149
ST LOUIS COUNTY	"0492 FLO14,28,36,46,47"	444	472	451	465	575	298	752	137	745	172
ST LOUIS COUNTY	"0494 FLO16,26,33,41,49"	442	393	392	443	505	290	703	101	714	117
ST LOUIS COUNTY	0495 FLO 017	449	369	429	387	480	301	642	144	699	112
ST LOUIS COUNTY	0496 FLO 018 	163	134	140	151	186	102	245	40	241	53
ST LOUIS COUNTY	"0497 FLO19,24,42"	555	462	561	450	636	336	844	148	870	146
ST LOUIS COUNTY	"0498 FLO20,48"	141	115	110	146	157	74	222	23	211	44
ST LOUIS COUNTY	"0499 FLO21,43,44,50,54/LC39"	441	361	369	428	452	315	637	133	668	130
ST LOUIS COUNTY	"0500 FLO22,38,39,53"	153	143	149	148	189	90	242	39	239	55
ST LOUIS COUNTY	"0501 FLO23,29"	256	227	238	244	304	146	404	64	400	77
ST LOUIS COUNTY	"0505 FLO27,31,32,40"	233	235	210	259	271	172	378	71	373	90
ST LOUIS COUNTY	"0508 FLO30,35"	246	173	186	232	254	140	338	60	355	59
ST LOUIS COUNTY	"0529 FLO51,52"	325	218	259	283	325	188	436	82	469	73
ST LOUIS COUNTY	"0534 GRA1,10,14,17,50,56"	399	431	425	399	474	306	653	141	582	229
ST LOUIS COUNTY	0535 GRA 002 	126	90	115	98	118	89	159	39	187	29
ST LOUIS COUNTY	"0536 GRA3,7"	4	7	7	4	4	6	8	2	8	3
ST LOUIS COUNTY	0537 GRA 004	402	351	363	387	449	246	610	111	567	171
ST LOUIS COUNTY	"0538 GRA5,36,59"	696	687	760	616	844	447	1114	200	1039	317
ST LOUIS COUNTY	"0539 GRA6,26,54"	545	378	459	465	546	317	755	130	719	194
ST LOUIS COUNTY	0541 GRA 008	87	68	56	97	92	54	125	26	120	34
ST LOUIS COUNTY	"0542 GRA9,45,46"	328	295	337	280	374	214	509	88	402	210
ST LOUIS COUNTY	"0544 GRA 011,13"	85	117	97	101	111	82	150	44	130	70
ST LOUIS COUNTY	"0545 GRA12,64"	148	106	113	141	144	101	210	36	213	41
ST LOUIS COUNTY	"0548 GRA15,30,35"	488	447	443	487	558	309	741	147	714	209
ST LOUIS COUNTY	"0549 GRA16,23,31,61"	516	383	442	456	555	286	739	122	732	151
ST LOUIS COUNTY	"0551 GRA18,34,37"	426	355	386	392	481	264	652	101	629	140
ST LOUIS COUNTY	"0552 GRA 019,20,58,65"	496	367	418	449	533	292	727	116	648	207
ST LOUIS COUNTY	"0554 GRA21,22,38,39"	641	668	700	608	798	421	1080	165	1016	279
ST LOUIS COUNTY	"0557 GRA24,70"	208	120	146	182	181	127	281	34	262	62
ST LOUIS COUNTY	0558 GRA 025	285	170	194	261	297	140	383	57	378	73
ST LOUIS COUNTY	0559 GRAN 026	313	292	359	245	387	186	507	77	477	123
ST LOUIS COUNTY	"0561 GRA28,62"	319	342	348	308	382	244	513	117	478	162
ST LOUIS COUNTY	"0562 GRA29,32,48,53,60,63"	558	539	580	517	602	416	822	224	816	259
ST LOUIS COUNTY	"0566 GRA 33,42/JEF41"	307	238	304	239	365	149	458	62	442	98
ST LOUIS COUNTY	"0573 GRA40/JEF 12,31,29,52,53"	640	748	844	526	877	410	1094	217	1054	309
ST LOUIS COUNTY	0574 GRA 041	224	251	290	186	297	155	398	59	342	130
ST LOUIS COUNTY	"0576 GRA43,51"	30	26	30	27	28	27	44	11	43	13
ST LOUIS COUNTY	"0577 GRA44,49"	263	267	279	253	328	175	439	80	356	173
ST LOUIS COUNTY	0580 GRA 047	103	87	99	91	120	65	155	32	130	57
ST LOUIS COUNTY	"0585 GRA52,55"	224	157	202	176	244	115	319	48	294	83
ST LOUIS COUNTY	0590 GRA 057	36	34	29	40	42	22	58	8	52	14
ST LOUIS COUNTY	0599 GRA 066	38	32	37	33	39	29	58	12	53	17
ST LOUIS COUNTY	"0604 HAD1-3,30"	1100	288	1056	327	903	369	1157	152	1054	306
ST LOUIS COUNTY	"0607 HAD4,21,24-26"	656	408	653	399	654	317	850	157	854	196
ST LOUIS COUNTY	"0608 HAD5,14"	1221	211	1233	184	956	297	1174	108	1163	232
ST LOUIS COUNTY	"0609 HAD6-8,36"	799	187	717	259	668	262	796	131	891	78
ST LOUIS COUNTY	0612 HAD9-11	1152	210	1081	276	849	397	1105	169	1155	192
ST LOUIS COUNTY	"0615 HAD12,17,18"	383	191	442	132	383	152	479	71	445	120
ST LOUIS COUNTY	0616 HAD013	265	156	274	146	271	123	337	63	322	93
ST LOUIS COUNTY	"0618 HAD15,16,20,37"	692	369	767	286	711	258	857	129	858	183
ST LOUIS COUNTY	"0622 HAD19,22,23,28"	784	427	708	501	824	323	1009	148	1005	177
ST LOUIS COUNTY	"0630 HAD27,29"	570	251	501	320	525	252	678	112	732	93
ST LOUIS COUNTY	"0634 HAD31,34,40"	517	303	422	394	511	249	661	118	717	98
ST LOUIS COUNTY	0635 HAD 032	518	249	415	347	498	231	637	104	640	119
ST LOUIS COUNTY	"0636 HAD33,35"	677	422	546	549	676	356	914	142	879	212
ST LOUIS COUNTY	0641 HAD 038/UNV20	89	41	78	51	83	38	105	19	121	8
ST LOUIS COUNTY	0642 HAD 039/UNV22	626	193	586	219	535	239	682	106	708	105
ST LOUIS COUNTY	"0644 JEF1,3,4 "	405	520	521	399	540	328	738	154	606	305
ST LOUIS COUNTY	"0645 JEF2,37-40"	701	466	709	454	772	317	975	139	853	297
ST LOUIS COUNTY	0648 JEF 005	90	165	128	125	155	81	203	42	177	74
ST LOUIS COUNTY	"0649 JEF6,7,17"	314	308	330	292	381	199	506	86	476	138
ST LOUIS COUNTY	"0651 JEF8-11,15"	689	604	714	578	822	399	1065	187	1002	274
ST LOUIS COUNTY	"0656 JEF13,20"	815	354	784	381	771	318	991	134	947	212
ST LOUIS COUNTY	0657 JEF 014 	390	181	376	193	387	159	496	63	476	92
ST LOUIS COUNTY	"0661 JEF18,24"	787	460	833	406	831	341	1042	153	970	271
ST LOUIS COUNTY	0662 JEF 019	344	181	355	167	346	154	435	73	423	95
ST LOUIS COUNTY	"0665 JEF22,25,26"	565	307	559	314	529	288	726	105	589	274
ST LOUIS COUNTY	"0666 JEF23,47,48"	645	249	566	331	592	251	751	102	726	164
ST LOUIS COUNTY	"0670 JEF27,28"	568	296	569	296	551	272	726	112	668	190
ST LOUIS COUNTY	"0673 JEF30,42,51"	823	407	768	450	782	369	1023	150	961	257
ST LOUIS COUNTY	"0674 JEF31, 44"	813	451	795	467	809	377	1066	138	966	285
ST LOUIS COUNTY	"0675 JEF32,33,35"	645	494	697	442	719	358	972	129	799	329
ST LOUIS COUNTY	"0677 JEF34,36"	596	411	613	392	625	318	825	141	738	256
ST LOUIS COUNTY	"0686 JEF43,45"	642	371	621	384	645	310	844	129	766	231
ST LOUIS COUNTY	"0689 JEF46,49,50"	601	389	641	350	642	294	843	111	766	219
ST LOUIS COUNTY	"0697 LAF 1,2,57"	627	570	669	519	750	368	1037	120	865	318
ST LOUIS COUNTY	0699 LAF 003	48	31	54	25	53	25	66	11	54	24
ST LOUIS COUNTY	"0700 LAF4,52"	478	471	536	413	592	312	780	145	669	273
ST LOUIS COUNTY	0701 LAF 005	467	485	514	434	570	322	764	143	642	297
ST LOUIS COUNTY	0702 LAF 006	396	334	446	281	431	245	611	96	520	198
ST LOUIS COUNTY	"0703 LAF7,8,13,54"	517	460	673	302	597	317	825	104	641	324
ST LOUIS COUNTY	0705 LAF9-12	652	543	770	423	770	368	989	158	791	394
ST LOUIS COUNTY	"0710 LAF14,33"	672	582	775	472	773	405	1060	137	873	351
ST LOUIS COUNTY	0711 LAF15-17	188	163	197	156	213	116	290	49	238	107
ST LOUIS COUNTY	"0714 LAF18-20,51"	529	515	594	450	644	347	866	149	723	315
ST LOUIS COUNTY	0717 LAF 021	88	90	97	79	110	58	153	19	126	49
ST LOUIS COUNTY	"0718 LAF 22-24,48-50"	428	496	491	429	553	307	761	127	659	257
ST LOUIS COUNTY	"0721 LAF25,26,36,37"	145	196	188	154	205	115	287	42	240	99
ST LOUIS COUNTY	0723 LAF 027	520	449	569	396	607	307	816	119	673	291
ST LOUIS COUNTY	"0724 LAF28,55"	331	309	360	281	384	221	515	103	406	226
ST LOUIS COUNTY	"0725 LAF29,32"	836	614	963	471	925	416	1216	168	1035	394
ST LOUIS COUNTY	0727 LAF 031 	307	312	389	225	386	194	523	72	422	182
ST LOUIS COUNTY	"0730 LAF34,35"	97	38	90	45	83	47	115	13	90	42
ST LOUIS COUNTY	"0734 LAF 38,53"	417	369	387	396	479	253	639	104	571	197
ST LOUIS COUNTY	"0735 LAF 39,40,44,45"	499	562	551	509	668	338	882	146	789	272
ST LOUIS COUNTY	"0737 LAF4,42"	460	490	592	355	610	300	795	122	641	294
ST LOUIS COUNTY	"0739 LAF43,56"	185	166	225	121	197	126	287	48	243	99
ST LOUIS COUNTY	"0754 LC1/NW15,39"	264	212	265	212	296	162	402	57	398	76
ST LOUIS COUNTY	"0755 LC 2,3,46"	432	450	405	473	494	328	722	114	714	164
ST LOUIS COUNTY	0757 LC 004	169	137	161	145	171	114	251	41	254	52
ST LOUIS COUNTY	"0758 LC 5,27"	445	348	363	431	484	269	652	113	643	148
ST LOUIS COUNTY	"0759 LC 6,9"	534	444	423	544	567	337	761	157	790	172
ST LOUIS COUNTY	"0760 LC , 7,13,34,41,47"	335	288	299	318	369	222	525	74	497	123
ST LOUIS COUNTY	"0761 LC8, 31,51"	445	394	388	440	474	317	678	127	666	159
ST LOUIS COUNTY	0763 LC 010	233	187	186	232	228	169	351	48	346	72
ST LOUIS COUNTY	"0764 LC 11,15,33,40"	508	510	478	534	608	343	829	146	793	214
ST LOUIS COUNTY	"0765 LC12/N26,46,59,72,74,76"	479	518	535	454	554	381	814	142	709	271
ST LOUIS COUNTY	"0767 LC 14,17,18"	413	320	398	331	465	221	608	97	625	109
ST LOUIS COUNTY	0772 LC 019	12	8	6	13	11	7	13	6	17	2
ST LOUIS COUNTY	"0773 LC20,36"	107	76	105	79	113	64	148	30	169	16
ST LOUIS COUNTY	"0774 LC 21,42"	540	370	531	373	578	289	768	117	811	94
ST LOUIS COUNTY	"0775 LC 22,28"	707	579	775	499	751	464	1049	187	1053	221
ST LOUIS COUNTY	"0776 LC 23,25,37"	292	237	232	294	317	181	437	74	443	84
ST LOUIS COUNTY	"0777 LC 24,48"	413	295	425	283	431	250	593	106	607	102
ST LOUIS COUNTY	0779 LC 026	560	370	591	329	558	324	741	146	814	110
ST LOUIS COUNTY	0782 LC29/N278	364	334	377	313	424	231	585	91	544	148
ST LOUIS COUNTY	0783 LC30/SPL8	611	486	572	510	641	389	879	173	929	162
ST LOUIS COUNTY	"0785 LC 32, 49"	487	391	560	317	532	304	726	117	774	104
ST LOUIS COUNTY	"0788 LC 35,43"	557	316	556	315	568	266	703	136	743	130
ST LOUIS COUNTY	0791 LC 038	42	24	22	43	39	19	52	9	59	6
ST LOUIS COUNTY	0797 LC 044 	107	110	93	124	122	82	187	21	178	40
ST LOUIS COUNTY	0798 LC 045	105	102	94	112	104	93	164	33	170	35
ST LOUIS COUNTY	0803 LC 050	20	11	18	12	24	5	29	2	29	2
ST LOUIS COUNTY	"0805 LEM 1,5"	444	312	281	469	432	286	598	117	654	94
ST LOUIS COUNTY	"0806 LEM 2,3"	362	333	263	433	411	247	548	113	572	114
ST LOUIS COUNTY	"0808 LEM 4,6,8,41"	367	301	322	347	408	225	564	74	560	105
ST LOUIS COUNTY	"0811 LEM 7,9,16,25,38"	424	291	273	443	415	260	595	90	621	92
ST LOUIS COUNTY	"0814 LEM 10,26-28"	458	284	337	399	436	265	610	107	634	103
ST LOUIS COUNTY	"0815 LEM 11,43"	151	192	179	161	212	110	276	52	287	53
ST LOUIS COUNTY	"0816 LEM 12,19"	186	161	165	175	205	127	283	48	292	55
ST LOUIS COUNTY	0817 LEM 013	490	434	469	451	553	320	753	128	758	157
ST LOUIS COUNTY	"0819 LEM15,30,36"	525	472	483	512	622	316	807	137	804	175
ST LOUIS COUNTY	"0821 LEM 17,18,39,45"	504	462	467	498	568	336	771	153	777	182
ST LOUIS COUNTY	0824 LEM 020	14	13	7	20	21	5	21	6	25	2
ST LOUIS COUNTY	"0825 LEM 21,42"	359	276	303	335	375	219	524	76	533	97
ST LOUIS COUNTY	"0826 LEM 22,29,40,46"	403	346	365	383	464	251	621	104	608	133
ST LOUIS COUNTY	"0827 LEM 23,31"	551	483	506	527	620	346	854	137	834	189
ST LOUIS COUNTY	"0828 LEM24, 32"	379	373	377	368	451	248	610	103	567	179
ST LOUIS COUNTY	"0837 LEM33,35"	417	413	369	458	467	307	665	126	664	154
ST LOUIS COUNTY	0838 LEM 034	12	12	7	17	16	17	19	5	19	5
ST LOUIS COUNTY	0841 LEM 037	83	56	64	76	85	48	117	18	120	18
ST LOUIS COUNTY	"0848 LEM 44,48,49"	48	60	55	54	60	43	87	18	92	17
ST LOUIS COUNTY	"0851 LEM47,50,51"	277	256	271	258	302	208	432	80	419	106
ST LOUIS COUNTY	0856 MER 001	4	1	4	1	5	0	4	1	4	1
ST LOUIS COUNTY	"0858 MER 3,26"	278	283	308	246	356	174	484	61	345	205
ST LOUIS COUNTY	"0859 MER 4,9,34-37,46,47,70"	231	273	229	277	325	160	428	61	363	140
ST LOUIS COUNTY	"0861 MER 6,32,41,69"	339	423	416	349	477	242	632	98	546	210
ST LOUIS COUNTY	"0862 MER 7,29,45,48,50,58"	154	141	161	133	192	85	251	33	209	81
ST LOUIS COUNTY	"0863 MER 8,27,28,31,52,53,59"	453	463	552	366	567	287	799	85	622	283
ST LOUIS COUNTY	"0865 MER 010,572H32,34,38,39"	247	232	268	206	299	144	402	53	355	116
ST LOUIS COUNTY	" 0866 MER  11,25,43,66"	732	682	743	669	859	479	1202	162	1096	306
ST LOUIS COUNTY	"0867 MER 12,63/WH43, 45"	577	618	691	493	725	384	991	145	849	322
ST LOUIS COUNTY	0868 MER 013	17	17	17	17	21	12	29	4	26	8
ST LOUIS COUNTY	"0869 MER14,18,20"	316	365	298	381	408	237	569	85	533	143
ST LOUIS COUNTY	0870 MER 015	3	4	5	2	3	3	6	0	2	5
ST LOUIS COUNTY	0871 MER 016	0	5	1	4	2	2	5	0	4	0
ST LOUIS COUNTY	"0872 MER 17,30"	568	640	598	612	721	410	1012	146	896	287
ST LOUIS COUNTY	0874 MER 019	649	775	787	627	839	484	1182	170	975	413
ST LOUIS COUNTY	0876 MER 021 	2	6	7	2	6	3	8	1	7	2
ST LOUIS COUNTY	"0877 MER 22,24,44,64"	568	491	638	414	675	329	892	121	781	261
ST LOUIS COUNTY	0878 MER 023	609	556	655	503	721	375	991	121	870	276
ST LOUIS COUNTY	"0888 MER 033,38,39,60/WH42,44+"	308	321	312	318	409	184	521	81	459	160
ST LOUIS COUNTY	0895 MER 040	3	5	4	4	5	3	5	3	4	4
ST LOUIS COUNTY	0897 MER 042 	447	367	438	370	512	256	702	84	647	161
ST LOUIS COUNTY	0904 MER 049	291	203	312	182	314	155	443	37	344	148
ST LOUIS COUNTY	"0906 MER 51,65"	453	443	440	450	565	285	759	95	677	203
ST LOUIS COUNTY	0909  MER 054/WH53	678	635	717	592	863	390	1113	158	992	309
ST LOUIS COUNTY	"0910 MER 55,61"	547	478	567	453	633	338	870	106	756	247
ST LOUIS COUNTY	"0911 MER 56,67"	305	329	410	221	388	193	538	65	437	184
ST LOUIS COUNTY	"0917 MER 62,68"	460	418	570	302	555	275	756	80	622	240
ST LOUIS COUNTY	"0926 MHT 1,4,5"	554	386	559	362	561	302	748	137	670	248
ST LOUIS COUNTY	"0927 MHT 2,24,26"	591	415	620	386	617	339	851	127	716	282
ST LOUIS COUNTY	"0928 MHT 3,56MR93"	458	308	498	269	449	262	609	118	551	207
ST LOUIS COUNTY	0931 MHT 006	97	59	103	51	96	47	133	17	117	36
ST LOUIS COUNTY	"0932 MHT 7,39/MR52, 87"	552	337	583	295	536	267	742	91	643	221
ST LOUIS COUNTY	0933 MHT 008	199	111	191	118	195	104	249	51	245	64
ST LOUIS COUNTY	0934 MHT 009	558	329	591	291	560	259	754	95	656	220
ST LOUIS COUNTY	"0935 MHT 10,53"	191	145	206	127	199	117	277	41	266	66
ST LOUIS COUNTY	"0936 MHT 11,23,51,62"	722	457	774	403	748	359	987	146	911	256
ST LOUIS COUNTY	"0937 MHT 12,22"	435	377	437	367	480	274	659	105	594	202
ST LOUIS COUNTY	"0939 MHT14,46"	406	262	378	289	433	200	562	81	519	142
ST LOUIS COUNTY	0940 MHT 015	364	310	382	292	435	197	577	72	532	136
ST LOUIS COUNTY	"0941 MHT 16,20"	381	224	334	272	390	187	523	63	462	137
ST LOUIS COUNTY	"0942 MHT 17,44"	31	20	32	18	34	13	34	13	41	9
ST LOUIS COUNTY	"0943 MHT 18,38"	134	79	134	78	129	70	172	32	175	36
ST LOUIS COUNTY	"0944 MHT 19,27"	585	433	629	388	626	339	831	155	728	278
ST LOUIS COUNTY	"0954 MHT 29,31,32,41"	279	169	258	190	294	127	395	39	371	71
ST LOUIS COUNTY	"0955 MHT 30,33,37,42,50"	340	218	356	203	335	185	468	67	418	135
ST LOUIS COUNTY	0959 MHT 034 	729	471	777	422	770	366	1019	137	893	294
ST LOUIS COUNTY	"0960 MHT 35/MR17,75,78"	525	467	601	378	573	342	798	140	597	373
