county,precinct,office,district,party,candidate,votes,election_day,absentee,absentee2
Greene,0063 1st Jackson,COMMISSIONER - DISTRICT 2 DST 2,,LIB,CECIL A. INCE,26,26,0,0
Greene,0063 1st Jackson,SHERIFF GREENE,,REP,JIM C ARNOTT,1425,1425,0,0
Greene,0063 1st Jackson,ASSESSOR GREENE,,REP,BRENT JOHNSON,1431,1431,0,0
Greene,0063 1st Jackson,TREASURER GREENE,,REP,JUSTIN HILL,1416,1416,0,0
Greene,0063 1st Jackson,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1402,1402,0,0
Greene,0063 1st Jackson,Constitutional Amendment No. 1,,,Yes,734,734,0,0
Greene,0063 1st Jackson,Constitutional Amendment No. 1,,,No.,760,760,0,0
Greene,0063 1st Jackson,Constitutional Amendment No. 3,,,Yes,857,857,0,0
Greene,0063 1st Jackson,Constitutional Amendment No. 3,,,No.,643,643,0,0
Greene,0063 1st Jackson,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,1097,1097,0,0
Greene,0063 1st Jackson,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,319,319,0,0
Greene,0063 1st Jackson,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,1138,1138,0,0
Greene,0063 1st Jackson,"Court of Appeals Judge, Southern District - Gary W.",,,No.,272,272,0,0
Greene,0063 1st Jackson,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,1073,1073,0,0
Greene,0063 1st Jackson,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,326,326,0,0
Greene,0063 1st Jackson,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,1110,1110,0,0
Greene,0063 1st Jackson,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,281,281,0,0
Greene,0063 1st Jackson,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,1105,1105,0,0
Greene,0063 1st Jackson,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,295,295,0,0
Greene,0063 1st Jackson,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,1112,1112,0,0
Greene,0064 2nd Jackson,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,1533,1533,0,0
Greene,0064 2nd Jackson,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,372,372,0,0
Greene,0064 2nd Jackson,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,31,31,0,0
Greene,0064 2nd Jackson,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,3,3,0,0
Greene,0064 2nd Jackson,President,,CST,DON BLANKENSHIP WILLIAM MOHR,1,1,0,0
Greene,0064 2nd Jackson,Governor,,REP,MIKE PARSON,1507,1507,0,0
Greene,0064 2nd Jackson,Governor,,DEM,NICOLE GALLOWAY,378,378,0,0
Greene,0064 2nd Jackson,Governor,,LIB,RIK COMBS,33,33,0,0
Greene,0064 2nd Jackson,Governor,,GRN,JEROME HOWARD BAUER,8,8,0,0
Greene,0064 2nd Jackson,Lieutenant Governor,,REP,MIKE KEHOE,1514,1514,0,0
Greene,0064 2nd Jackson,Lieutenant Governor,,DEM,ALISSIA CANADY,349,349,0,0
Greene,0064 2nd Jackson,Lieutenant Governor,,LIB,BILL SLANTZ,31,31,0,0
Greene,0064 2nd Jackson,Lieutenant Governor,,GRN,KELLEY DRAGOO,15,15,0,0
Greene,0064 2nd Jackson,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,1525,1525,0,0
Greene,0064 2nd Jackson,Secretary of State,,DEM,YINKA FALETI,334,334,0,0
Greene,0064 2nd Jackson,Secretary of State,,LIB,CARL HERMAN FREESE,33,33,0,0
Greene,0064 2nd Jackson,Secretary of State,,GRN,PAUL LEHMANN,12,12,0,0
Greene,0064 2nd Jackson,Secretary of State,,CST,PAUL VENABLE,13,13,0,0
Greene,0064 2nd Jackson,State Treasurer,,REP,SCOTT FITZPATRICK,1517,1517,0,0
Greene,0064 2nd Jackson,State Treasurer,,DEM,VICKI LORENZ ENGLUND,328,328,0,0
Greene,0064 2nd Jackson,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,45,45,0,0
Greene,0064 2nd Jackson,State Treasurer,,GRN,JOSEPH CIVETTINI,11,11,0,0
Greene,0064 2nd Jackson,Attorney General,,REP,ERIC SCHMITT,1536,1536,0,0
Greene,0064 2nd Jackson,Attorney General,,DEM,RICH FINNERAN,314,314,0,0
Greene,0064 2nd Jackson,Attorney General,,LIB,KEVIN C BABCOCK,58,58,0,0
Greene,0064 2nd Jackson,U.S. House,7,REP,BILLY LONG,1443,1443,0,0
Greene,0064 2nd Jackson,U.S. House,7,DEM,TERESA MONTSENY,377,377,0,0
Greene,0064 2nd Jackson,U.S. House,7,LIB,KEVIN CRAIG,90,90,0,0
Greene,0064 2nd Jackson,State House,137,REP,JOHN F. BLACK,1551,1551,0,0
Greene,0064 2nd Jackson,State House,137,DEM,RAYMOND LAMPERT,354,354,0,0
Greene,0064 2nd Jackson,COMMISSIONER - DISTRICT 2 DST 2,,REP,JOHN C. RUSSELL,1462,1462,0,0
Greene,0064 2nd Jackson,COMMISSIONER - DISTRICT 2 DST 2,,DEM,SARA LAMPE,414,414,0,0
Greene,0064 2nd Jackson,COMMISSIONER - DISTRICT 2 DST 2,,LIB,CECIL A. INCE,30,30,0,0
Greene,0064 2nd Jackson,SHERIFF GREENE,,REP,JIM C ARNOTT,1735,1735,0,0
Greene,0064 2nd Jackson,ASSESSOR GREENE,,REP,BRENT JOHNSON,1744,1744,0,0
Greene,0064 2nd Jackson,TREASURER GREENE,,REP,JUSTIN HILL,1737,1737,0,0
Greene,0064 2nd Jackson,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1696,1696,0,0
Greene,0064 2nd Jackson,Constitutional Amendment No. 1,,,Yes,968,968,0,0
Greene,0064 2nd Jackson,Constitutional Amendment No. 1,,,No.,887,887,0,0
Greene,0064 2nd Jackson,Constitutional Amendment No. 3,,,Yes,1123,1123,0,0
Greene,0064 2nd Jackson,Constitutional Amendment No. 3,,,No.,755,755,0,0
Greene,0064 2nd Jackson,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,1351,1351,0,0
Greene,0064 2nd Jackson,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,387,387,0,0
Greene,0064 2nd Jackson,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,1393,1393,0,0
Greene,0064 2nd Jackson,"Court of Appeals Judge, Southern District - Gary W.",,,No.,333,333,0,0
Greene,0064 2nd Jackson,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,1327,1327,0,0
Greene,0064 2nd Jackson,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,398,398,0,0
Greene,0064 2nd Jackson,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,1342,1342,0,0
Greene,0064 2nd Jackson,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,384,384,0,0
Greene,0064 2nd Jackson,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,1342,1342,0,0
Greene,0064 2nd Jackson,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,385,385,0,0
Greene,0064 2nd Jackson,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,1351,1351,0,0
Greene,0065 Murray,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,2024,2024,0,0
Greene,0065 Murray,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,461,461,0,0
Greene,0065 Murray,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,48,48,0,0
Greene,0065 Murray,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,3,3,0,0
Greene,0065 Murray,President,,CST,DON BLANKENSHIP WILLIAM MOHR,1,1,0,0
Greene,0065 Murray,Governor,,REP,MIKE PARSON,2017,2017,0,0
Greene,0065 Murray,Governor,,DEM,NICOLE GALLOWAY,459,459,0,0
Greene,0065 Murray,Governor,,LIB,RIK COMBS,49,49,0,0
Greene,0065 Murray,Governor,,GRN,JEROME HOWARD BAUER,8,8,0,0
Greene,0065 Murray,Lieutenant Governor,,REP,MIKE KEHOE,2039,2039,0,0
Greene,0065 Murray,Lieutenant Governor,,DEM,ALISSIA CANADY,414,414,0,0
Greene,0065 Murray,Lieutenant Governor,,LIB,BILL SLANTZ,35,35,0,0
Greene,0065 Murray,Lieutenant Governor,,GRN,KELLEY DRAGOO,14,14,0,0
Greene,0065 Murray,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,2058,2058,0,0
Greene,0065 Murray,Secretary of State,,DEM,YINKA FALETI,403,403,0,0
Greene,0065 Murray,Secretary of State,,LIB,CARL HERMAN FREESE,40,40,0,0
Greene,0065 Murray,Secretary of State,,GRN,PAUL LEHMANN,11,11,0,0
Greene,0065 Murray,Secretary of State,,CST,PAUL VENABLE,6,6,0,0
Greene,0065 Murray,State Treasurer,,REP,SCOTT FITZPATRICK,2038,2038,0,0
Greene,0065 Murray,State Treasurer,,DEM,VICKI LORENZ ENGLUND,398,398,0,0
Greene,0065 Murray,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,49,49,0,0
Greene,0065 Murray,State Treasurer,,GRN,JOSEPH CIVETTINI,7,7,0,0
Greene,0065 Murray,Attorney General,,REP,ERIC SCHMITT,2039,2039,0,0
Greene,0065 Murray,Attorney General,,DEM,RICH FINNERAN,389,389,0,0
Greene,0065 Murray,Attorney General,,LIB,KEVIN C BABCOCK,66,66,0,0
Greene,0065 Murray,U.S. House,7,REP,BILLY LONG,1918,1918,0,0
Greene,0065 Murray,U.S. House,7,DEM,TERESA MONTSENY,470,470,0,0
Greene,0065 Murray,U.S. House,7,LIB,KEVIN CRAIG,111,111,0,0
Greene,0065 Murray,State House,130,REP,BISHOP DAVIDSON,2063,2063,0,0
Greene,0065 Murray,State House,130,DEM,DAVE GRAGG,438,438,0,0
Greene,0065 Murray,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,2051,2051,0,0
Greene,0065 Murray,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,426,426,0,0
Greene,0065 Murray,SHERIFF GREENE,,REP,JIM C ARNOTT,2304,2304,0,0
Greene,0065 Murray,ASSESSOR GREENE,,REP,BRENT JOHNSON,2318,2318,0,0
Greene,0065 Murray,TREASURER GREENE,,REP,JUSTIN HILL,2315,2315,0,0
Greene,0065 Murray,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,2287,2287,0,0
Greene,0065 Murray,Constitutional Amendment No. 1,,,Yes,1275,1275,0,0
Greene,0065 Murray,Constitutional Amendment No. 1,,,No.,1187,1187,0,0
Greene,0065 Murray,Constitutional Amendment No. 3,,,Yes,1476,1476,0,0
Greene,0065 Murray,Constitutional Amendment No. 3,,,No.,1015,1015,0,0
Greene,0065 Murray,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,1798,1798,0,0
Greene,0065 Murray,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,505,505,0,0
Greene,0065 Murray,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,1805,1805,0,0
Greene,0065 Murray,"Court of Appeals Judge, Southern District - Gary W.",,,No.,486,486,0,0
Greene,0065 Murray,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,1689,1689,0,0
Greene,0065 Murray,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,605,605,0,0
Greene,0065 Murray,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,1792,1792,0,0
Greene,0065 Murray,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,492,492,0,0
Greene,0065 Murray,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,1781,1781,0,0
Greene,0065 Murray,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,515,515,0,0
Greene,0065 Murray,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,1780,1780,0,0
Greene,0066 Pond Creek,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,786,786,0,0
Greene,0066 Pond Creek,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,133,133,0,0
Greene,0066 Pond Creek,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,12,12,0,0
Greene,0066 Pond Creek,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,1,1,0,0
Greene,0066 Pond Creek,President,,CST,DON BLANKENSHIP WILLIAM MOHR,0,0,0,0
Greene,0066 Pond Creek,Governor,,REP,MIKE PARSON,788,788,0,0
Greene,0066 Pond Creek,Governor,,DEM,NICOLE GALLOWAY,129,129,0,0
Greene,0066 Pond Creek,Governor,,LIB,RIK COMBS,11,11,0,0
Greene,0066 Pond Creek,Governor,,GRN,JEROME HOWARD BAUER,2,2,0,0
Greene,0066 Pond Creek,Lieutenant Governor,,REP,MIKE KEHOE,795,795,0,0
Greene,0066 Pond Creek,Lieutenant Governor,,DEM,ALISSIA CANADY,107,107,0,0
Greene,0066 Pond Creek,Lieutenant Governor,,LIB,BILL SLANTZ,15,15,0,0
Greene,0066 Pond Creek,Lieutenant Governor,,GRN,KELLEY DRAGOO,3,3,0,0
Greene,0066 Pond Creek,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,791,791,0,0
Greene,0066 Pond Creek,Secretary of State,,DEM,YINKA FALETI,117,117,0,0
Greene,0066 Pond Creek,Secretary of State,,LIB,CARL HERMAN FREESE,8,8,0,0
Greene,0066 Pond Creek,Secretary of State,,GRN,PAUL LEHMANN,1,1,0,0
Greene,0066 Pond Creek,Secretary of State,,CST,PAUL VENABLE,2,2,0,0
Greene,0066 Pond Creek,State Treasurer,,REP,SCOTT FITZPATRICK,785,785,0,0
Greene,0066 Pond Creek,State Treasurer,,DEM,VICKI LORENZ ENGLUND,112,112,0,0
Greene,0066 Pond Creek,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,16,16,0,0
Greene,0066 Pond Creek,State Treasurer,,GRN,JOSEPH CIVETTINI,2,2,0,0
Greene,0066 Pond Creek,Attorney General,,REP,ERIC SCHMITT,797,797,0,0
Greene,0066 Pond Creek,Attorney General,,DEM,RICH FINNERAN,103,103,0,0
Greene,0066 Pond Creek,Attorney General,,LIB,KEVIN C BABCOCK,17,17,0,0
Greene,0066 Pond Creek,U.S. House,7,REP,BILLY LONG,739,739,0,0
Greene,0066 Pond Creek,U.S. House,7,DEM,TERESA MONTSENY,136,136,0,0
Greene,0066 Pond Creek,U.S. House,7,LIB,KEVIN CRAIG,39,39,0,0
Greene,0066 Pond Creek,State House,130,REP,BISHOP DAVIDSON,802,802,0,0
Greene,0066 Pond Creek,State House,130,DEM,DAVE GRAGG,117,117,0,0
Greene,0066 Pond Creek,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,787,787,0,0
Greene,0066 Pond Creek,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,118,118,0,0
Greene,0066 Pond Creek,SHERIFF GREENE,,REP,JIM C ARNOTT,855,855,0,0
Greene,0066 Pond Creek,ASSESSOR GREENE,,REP,BRENT JOHNSON,853,853,0,0
Greene,0066 Pond Creek,TREASURER GREENE,,REP,JUSTIN HILL,857,857,0,0
Greene,0066 Pond Creek,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,839,839,0,0
Greene,0066 Pond Creek,Constitutional Amendment No. 1,,,Yes,497,497,0,0
Greene,0066 Pond Creek,Constitutional Amendment No. 1,,,No.,397,397,0,0
Greene,0066 Pond Creek,Constitutional Amendment No. 3,,,Yes,573,573,0,0
Greene,0066 Pond Creek,Constitutional Amendment No. 3,,,No.,329,329,0,0
Greene,0066 Pond Creek,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,639,639,0,0
Greene,0066 Pond Creek,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,192,192,0,0
Greene,0066 Pond Creek,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,678,678,0,0
Greene,0066 Pond Creek,"Court of Appeals Judge, Southern District - Gary W.",,,No.,155,155,0,0
Greene,0066 Pond Creek,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,630,630,0,0
Greene,0066 Pond Creek,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,202,202,0,0
Greene,0066 Pond Creek,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,660,660,0,0
Greene,0066 Pond Creek,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,171,171,0,0
Greene,0066 Pond Creek,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,649,649,0,0
Greene,0066 Pond Creek,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,178,178,0,0
Greene,0066 Pond Creek,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,651,651,0,0
Greene,0067 E Republic,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,1744,1744,0,0
Greene,0067 E Republic,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,509,509,0,0
Greene,0067 E Republic,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,49,49,0,0
Greene,0067 E Republic,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,1,1,0,0
Greene,0067 E Republic,President,,CST,DON BLANKENSHIP WILLIAM MOHR,2,2,0,0
Greene,0067 E Republic,Governor,,REP,MIKE PARSON,1758,1758,0,0
Greene,0067 E Republic,Governor,,DEM,NICOLE GALLOWAY,472,472,0,0
Greene,0067 E Republic,Governor,,LIB,RIK COMBS,54,54,0,0
Greene,0067 E Republic,Governor,,GRN,JEROME HOWARD BAUER,10,10,0,0
Greene,0067 E Republic,Lieutenant Governor,,REP,MIKE KEHOE,1775,1775,0,0
Greene,0067 E Republic,Lieutenant Governor,,DEM,ALISSIA CANADY,437,437,0,0
Greene,0067 E Republic,Lieutenant Governor,,LIB,BILL SLANTZ,43,43,0,0
Greene,0067 E Republic,Lieutenant Governor,,GRN,KELLEY DRAGOO,14,14,0,0
Greene,0067 E Republic,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,1806,1806,0,0
Greene,0067 E Republic,Secretary of State,,DEM,YINKA FALETI,409,409,0,0
Greene,0067 E Republic,Secretary of State,,LIB,CARL HERMAN FREESE,51,51,0,0
Greene,0067 E Republic,Secretary of State,,GRN,PAUL LEHMANN,8,8,0,0
Greene,0067 E Republic,Secretary of State,,CST,PAUL VENABLE,3,3,0,0
Greene,0067 E Republic,State Treasurer,,REP,SCOTT FITZPATRICK,1774,1774,0,0
Greene,0067 E Republic,State Treasurer,,DEM,VICKI LORENZ ENGLUND,412,412,0,0
Greene,0067 E Republic,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,60,60,0,0
Greene,0067 E Republic,State Treasurer,,GRN,JOSEPH CIVETTINI,9,9,0,0
Greene,0067 E Republic,Attorney General,,REP,ERIC SCHMITT,1785,1785,0,0
Greene,0067 E Republic,Attorney General,,DEM,RICH FINNERAN,401,401,0,0
Greene,0067 E Republic,Attorney General,,LIB,KEVIN C BABCOCK,72,72,0,0
Greene,0067 E Republic,U.S. House,7,REP,BILLY LONG,1650,1650,0,0
Greene,0067 E Republic,U.S. House,7,DEM,TERESA MONTSENY,487,487,0,0
Greene,0067 E Republic,U.S. House,7,LIB,KEVIN CRAIG,124,124,0,0
Greene,0067 E Republic,State House,130,REP,BISHOP DAVIDSON,1835,1835,0,0
Greene,0067 E Republic,State House,130,DEM,DAVE GRAGG,439,439,0,0
Greene,0067 E Republic,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,1810,1810,0,0
Greene,0067 E Republic,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,430,430,0,0
Greene,0067 E Republic,SHERIFF GREENE,,REP,JIM C ARNOTT,2081,2081,0,0
Greene,0067 E Republic,ASSESSOR GREENE,,REP,BRENT JOHNSON,2097,2097,0,0
Greene,0067 E Republic,TREASURER GREENE,,REP,JUSTIN HILL,2095,2095,0,0
Greene,0067 E Republic,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,2059,2059,0,0
Greene,0067 E Republic,Constitutional Amendment No. 1,,,Yes,1130,1130,0,0
Greene,0067 E Republic,Constitutional Amendment No. 1,,,No.,1090,1090,0,0
Greene,0067 E Republic,Constitutional Amendment No. 3,,,Yes,1239,1239,0,0
Greene,0067 E Republic,Constitutional Amendment No. 3,,,No.,987,987,0,0
Greene,0067 E Republic,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,1683,1683,0,0
Greene,0067 E Republic,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,414,414,0,0
Greene,0067 E Republic,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,1686,1686,0,0
Greene,0067 E Republic,"Court of Appeals Judge, Southern District - Gary W.",,,No.,400,400,0,0
Greene,0067 E Republic,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,1585,1585,0,0
Greene,0067 E Republic,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,491,491,0,0
Greene,0067 E Republic,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,1679,1679,0,0
Greene,0067 E Republic,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,398,398,0,0
Greene,0067 E Republic,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,1653,1653,0,0
Greene,0067 E Republic,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,427,427,0,0
Greene,0067 E Republic,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,1646,1646,0,0
Greene,0068 N Republic,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,1820,1820,0,0
Greene,0068 N Republic,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,577,577,0,0
Greene,0068 N Republic,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,41,41,0,0
Greene,0068 N Republic,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,5,5,0,0
Greene,0068 N Republic,President,,CST,DON BLANKENSHIP WILLIAM MOHR,3,3,0,0
Greene,0068 N Republic,Governor,,REP,MIKE PARSON,1796,1796,0,0
Greene,0068 N Republic,Governor,,DEM,NICOLE GALLOWAY,596,596,0,0
Greene,0068 N Republic,Governor,,LIB,RIK COMBS,38,38,0,0
Greene,0068 N Republic,Governor,,GRN,JEROME HOWARD BAUER,9,9,0,0
Greene,0068 N Republic,Lieutenant Governor,,REP,MIKE KEHOE,1815,1815,0,0
Greene,0068 N Republic,Lieutenant Governor,,DEM,ALISSIA CANADY,536,536,0,0
Greene,0068 N Republic,Lieutenant Governor,,LIB,BILL SLANTZ,42,42,0,0
Greene,0068 N Republic,Lieutenant Governor,,GRN,KELLEY DRAGOO,18,18,0,0
Greene,0068 N Republic,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,1842,1842,0,0
Greene,0068 N Republic,Secretary of State,,DEM,YINKA FALETI,490,490,0,0
Greene,0068 N Republic,Secretary of State,,LIB,CARL HERMAN FREESE,50,50,0,0
Greene,0068 N Republic,Secretary of State,,GRN,PAUL LEHMANN,26,26,0,0
Greene,0068 N Republic,Secretary of State,,CST,PAUL VENABLE,9,9,0,0
Greene,0068 N Republic,State Treasurer,,REP,SCOTT FITZPATRICK,1849,1849,0,0
Greene,0068 N Republic,State Treasurer,,DEM,VICKI LORENZ ENGLUND,500,500,0,0
Greene,0068 N Republic,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,42,42,0,0
Greene,0068 N Republic,State Treasurer,,GRN,JOSEPH CIVETTINI,14,14,0,0
Greene,0068 N Republic,Attorney General,,REP,ERIC SCHMITT,1852,1852,0,0
Greene,0068 N Republic,Attorney General,,DEM,RICH FINNERAN,491,491,0,0
Greene,0068 N Republic,Attorney General,,LIB,KEVIN C BABCOCK,65,65,0,0
Greene,0068 N Republic,U.S. House,7,REP,BILLY LONG,1734,1734,0,0
Greene,0068 N Republic,U.S. House,7,DEM,TERESA MONTSENY,559,559,0,0
Greene,0068 N Republic,U.S. House,7,LIB,KEVIN CRAIG,106,106,0,0
Greene,0068 N Republic,State House,130,REP,BISHOP DAVIDSON,1878,1878,0,0
Greene,0068 N Republic,State House,130,DEM,DAVE GRAGG,529,529,0,0
Greene,0068 N Republic,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,1858,1858,0,0
Greene,0068 N Republic,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,524,524,0,0
Greene,0068 N Republic,SHERIFF GREENE,,REP,JIM C ARNOTT,2173,2173,0,0
Greene,0068 N Republic,ASSESSOR GREENE,,REP,BRENT JOHNSON,2174,2174,0,0
Greene,0068 N Republic,TREASURER GREENE,,REP,JUSTIN HILL,2164,2164,0,0
Greene,0068 N Republic,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,2154,2154,0,0
Greene,0068 N Republic,Constitutional Amendment No. 1,,,Yes,1233,1233,0,0
Greene,0068 N Republic,Constitutional Amendment No. 1,,,No.,1124,1124,0,0
Greene,0068 N Republic,Constitutional Amendment No. 3,,,Yes,1332,1332,0,0
Greene,0068 N Republic,Constitutional Amendment No. 3,,,No.,1047,1047,0,0
Greene,0068 N Republic,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,1699,1699,0,0
Greene,0068 N Republic,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,476,476,0,0
Greene,0068 N Republic,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,1665,1665,0,0
Greene,0068 N Republic,"Court of Appeals Judge, Southern District - Gary W.",,,No.,495,495,0,0
Greene,0068 N Republic,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,1595,1595,0,0
Greene,0068 N Republic,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,560,560,0,0
Greene,0068 N Republic,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,1673,1673,0,0
Greene,0068 N Republic,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,483,483,0,0
Greene,0068 N Republic,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,1617,1617,0,0
Greene,0068 N Republic,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,544,544,0,0
Greene,0068 N Republic,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,1618,1618,0,0
Greene,0069 W Republic,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,1408,1408,0,0
Greene,0069 W Republic,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,421,421,0,0
Greene,0069 W Republic,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,30,30,0,0
Greene,0069 W Republic,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,7,7,0,0
Greene,0069 W Republic,President,,CST,DON BLANKENSHIP WILLIAM MOHR,4,4,0,0
Greene,0069 W Republic,Governor,,REP,MIKE PARSON,1385,1385,0,0
Greene,0069 W Republic,Governor,,DEM,NICOLE GALLOWAY,409,409,0,0
Greene,0069 W Republic,Governor,,LIB,RIK COMBS,53,53,0,0
Greene,0069 W Republic,Governor,,GRN,JEROME HOWARD BAUER,12,12,0,0
Greene,0069 W Republic,Lieutenant Governor,,REP,MIKE KEHOE,1376,1376,0,0
Greene,0069 W Republic,Lieutenant Governor,,DEM,ALISSIA CANADY,390,390,0,0
